CpuName,CpuNumberOfCores,CpuNumberOfThreads,CpuBaseClock,CpuCacheL1,CpuCacheL2,CpuCacheL3,,CpuFrequency,,,,CpuTDP,,CpuTurboClock,GpuName,,GpuBandwidth,GpuBaseClock,GpuBoostClock,,,,,,,,GpuMemorySize,,,,GpuPixelRate,,GpuNumberOfROPs,GpuShaderModel,GpuNumberOfShadingUnits,GpuNumberOfTMUs,GpuTextureRate,,,GameName,,,FPS
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,115.8
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,114.2
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,111.9
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,110.7
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,104.9
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,87.4
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,125.1
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,124
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,122.2
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,121.6
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,118.1
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,114.2
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,107.2
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,106.1
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce RTX 2080 Ti',,616000,1350,1545,,,,,,,,11000,,,,136000,,88,b'6.5',4352,272,420200,,,b'grandTheftAuto5',,,102.6
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,106.4
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,105.5
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,97.5
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,94.7
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,94.1
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,92.8
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,90.9
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,90
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,85.2
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,71
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,101.7
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,100.7
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,99.3
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,98.8
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,96
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,92.8
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,87.1
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,86.2
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce RTX 2080',,448000,1515,1710,,,,,,,,8000,,,,109400,,64,b'6.5',2944,184,314600,,,b'grandTheftAuto5',,,83.3
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,102.3
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,101.4
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,94.6
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,91
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,90.5
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,89.8
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,87.6
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,86.8
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,82.2
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,68.6
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,97.8
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,96.8
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,95.5
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,95
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,92.3
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,89.2
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,84.1
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,82.9
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX 1080 Ti',,484400,1481,1582,,,,,,,,11000,,,,139200,,88,b'6.4',3584,224,354400,,,b'grandTheftAuto5',,,80.5
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,101.3
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,100.4
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,92.8
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,90.1
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,89.5
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,88.3
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,86.5
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,85.6
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,81.1
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,67.6
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,96.8
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,95.9
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,94.5
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,94.1
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,91.4
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,88.3
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,82.9
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,82
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce GTX TITAN X',,336600,1000,1089,,,,,,,,12000,,,,104500,,96,b'6.4',3072,192,209100,,,b'grandTheftAuto5',,,79.3
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,100.3
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,99.4
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,91.9
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,89.2
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,88.6
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,87.4
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,85.7
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,84.8
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,80.3
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,66.9
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,95.8
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,94.9
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,93.6
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,93.1
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,90.4
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,87.4
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,82.1
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,81.2
b'AMD Ryzen 7 1700X',8,16,100,768,4096,16,,3400,,,,95,,3800,b'NVIDIA GeForce RTX 2070 SUPER',,448000,1605,1770,,,,,,,,8000,,,,113300,,64,b'6.5',2560,160,283200,,,b'grandTheftAuto5',,,78.5
b'Intel Core i9-9900K',8,16,100,512,2048,16,,3600,,,,95,,5000,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,96.2
b'Intel Core i7-9700K',8,8,100,512,2048,12,,3600,,,,95,,4900,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,95.3
b'Intel Core i7-8700K',6,12,100,384,1536,12,,3700,,,,95,,4700,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,88.2
b'Intel Core i7-7700K',4,8,100,256,1024,8,,4200,,,,91,,4500,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,85.6
b'Intel Core i5-9400F',6,6,100,384,1536,9,,2900,,,,65,,4100,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,85
b'Intel Core i5-8600K',6,6,100,384,1536,9,,3600,,,,95,,4300,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,83.9
b'Intel Core i5-8400',6,6,100,384,1536,9,,2800,,,,65,,4000,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,82.2
b'Intel Core i5-7600K',4,4,100,256,1024,6,,3800,,,,91,,4200,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,81.3
b'Intel Core i5-7500',4,4,100,256,1024,6,,3400,,,,65,,3800,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,77
b'Intel Core i3-7100',2,4,100,128,512,3,,3900,,,,51,,3900,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,64.2
b'AMD Ryzen 9 3900X',12,24,100,1152,6144,64,,3800,,,,105,,4600,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,91.9
b'AMD Ryzen 7 3800X',8,16,100,768,4096,32,,3900,,,,105,,4500,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,91
b'AMD Ryzen 7 3700X',8,16,100,768,4096,32,,3600,,,,65,,4400,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,89.7
b'AMD Ryzen 5 3600X',6,12,100,576,3072,32,,3800,,,,95,,4400,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,89.3
b'AMD Ryzen 5 3600',6,12,100,576,3072,32,,3600,,,,65,,4200,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,86.7
b'AMD Ryzen 5 2600X',6,12,100,576,3072,16,,3600,,,,95,,4250,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,83.9
b'AMD Ryzen 5 1600X',6,12,100,576,3072,16,,3600,,,,95,,4000,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,78.7
b'AMD Ryzen 5 2600',6,12,100,576,3072,16,,3400,,,,65,,3900,b'NVIDIA GeForce RTX 2070',,448000,1410,1620,,,,,,,,8000,,,,103700,,64,b'6.5',2304,144,233300,,,b'grandTheftAuto5',,,77.9
